OwnSite,Product,Own Price,Competitor,CompetitorProduct,Competitor Price,Period,CompetitorDate
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-09
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-09
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-09
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-09
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-09
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-09
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-09
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-09
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-09
The site,Pm,4.079,The competitor1,3Premium,3.699,2021-11,2021-11-09
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-09
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-09
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-09
The site,Pm,4.079,The competitor2,3Premium,4.159,2021-11,2021-11-09
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-09
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-09
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-10
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-10
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-10
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-10
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-10
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-10
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-10
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-10
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-10
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-10
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-10
The site,Cred-R,3.379,The competitor1,1Regular,3.249,2021-11,2021-11-11
The site,Cred-R,3.379,The competitor1,1Regular,3.249,2021-11,2021-11-11
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-11
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-11
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-11
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-11
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-11
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-11
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-11
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-11
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-11
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-11
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-11
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-11
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-11
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-11
The site,Pm,4.079,The competitor2,3Premium,4.159,2021-11,2021-11-11
The site,Pm,4.079,The competitor2,3Premium,4.159,2021-11,2021-11-11
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-11
The site,Cred-R,3.379,The competitor1,1Regular,3.149,2021-11,2021-11-12
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-12
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-12
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-12
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-12
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-12
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-12
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-12
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-12
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-12
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-12
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-12
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-12
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-12
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-12
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-12
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-12
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-12
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-12
The site,Pm,4.079,The competitor2,3Premium,4.159,2021-11,2021-11-12
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-12
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-13
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-13
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-13
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-13
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-13
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-13
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-13
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-13
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-13
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-13
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-13
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-14
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-14
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-14
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-14
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-14
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-14
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-15
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-15
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-15
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-15
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-15
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-15
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-15
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-15
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-15
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-15
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-15
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-15
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-15
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-15
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-16
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-16
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-16
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-16
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-16
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-16
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-16
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-16
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-16
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-16
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-16
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-16
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-16
The site,Cred-R,3.379,The competitor1,1Regular,3.099,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-17
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-17
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-17
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-17
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-17
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-17
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-17
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-17
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-17
The site,Pm,4.079,The competitor2,3Premium,4.159,2021-11,2021-11-17
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-17
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor1,1Regular,3.099,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor1,1Regular,3.199,2021-11,2021-11-17
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-17
The site,Cred-R,3.379,The site,1Regular,3.379,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-17
The site,Cred-R,3.379,The competitor2,1Regular,3.379,2021-11,2021-11-17
The site,Md,3.879,The site,2Mid-Grade,3.879,2021-11,2021-11-17
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-17
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-17
The site,Md,3.879,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-17
The site,Pm,4.079,The competitor1,3Premium,3.659,2021-11,2021-11-17
The site,Pm,4.079,The site,3Premium,4.079,2021-11,2021-11-17
The site,Pm,4.079,The competitor2,3Premium,4.159,2021-11,2021-11-17
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-17
The site,Pm,4.079,The competitor2,3Premium,4.179,2021-11,2021-11-17
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-18
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-18
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-18
The site,Cred-R,3.339,The competitor2,1Regular,3.379,2021-11,2021-11-18
The site,Cred-R,3.339,The competitor2,1Regular,3.379,2021-11,2021-11-18
The site,Md,3.839,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-18
The site,Md,3.839,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-18
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-18
The site,Pm,4.039,The competitor2,3Premium,4.179,2021-11,2021-11-18
The site,Pm,4.039,The competitor2,3Premium,4.179,2021-11,2021-11-18
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-19
The site,Cred-R,3.339,The competitor1,1Regular,3.249,2021-11,2021-11-19
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-19
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-19
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-19
The site,Cred-R,3.339,The competitor2,1Regular,3.379,2021-11,2021-11-19
The site,Cred-R,3.339,The competitor2,1Regular,3.379,2021-11,2021-11-19
The site,Cred-R,3.339,The competitor2,1Regular,3.379,2021-11,2021-11-19
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-19
The site,Md,3.839,The site,2Mid-Grade,3.879,2021-11,2021-11-19
The site,Md,3.839,The site,2Mid-Grade,3.879,2021-11,2021-11-19
The site,Md,3.839,The site,2Mid-Grade,3.879,2021-11,2021-11-19
The site,Md,3.839,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-19
The site,Md,3.839,The competitor2,2Mid-Grade,3.779,2021-11,2021-11-19
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-19
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-19
The site,Pm,4.039,The site,3Premium,4.079,2021-11,2021-11-19
The site,Pm,4.039,The competitor2,3Premium,4.119,2021-11,2021-11-19
The site,Pm,4.039,The competitor2,3Premium,4.179,2021-11,2021-11-19
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-20
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-20
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-20
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-20
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-20
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-20
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-21
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-21
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-21
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-21
The site,Md,3.839,The site,2Mid-Grade,3.879,2021-11,2021-11-21
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-21
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-21
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-21
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-21
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-21
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-22
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-22
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-22
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-22
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-22
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-22
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-22
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-22
The site,Md,3.839,The site,2Mid-Grade,3.879,2021-11,2021-11-22
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-22
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-22
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-22
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-22
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-22
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-23
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-23
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-23
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-23
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-23
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-23
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-23
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-23
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-23
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-23
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-23
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-23
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-23
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-23
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-23
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-23
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-23
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-23
The site,Pm,4.039,The competitor2,3Premium,4.119,2021-11,2021-11-23
The site,Pm,4.039,The competitor2,3Premium,4.119,2021-11,2021-11-23
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-23
The site,Cred-R,3.339,The competitor1,1Regular,3.219,2021-11,2021-11-24
The site,Cred-R,3.339,The competitor1,1Regular,3.219,2021-11,2021-11-24
The site,Cred-R,3.339,The competitor1,1Regular,3.239,2021-11,2021-11-24
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-24
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-24
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-24
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-24
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-24
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-24
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-24
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-24
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-24
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-24
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-24
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-24
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-24
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-24
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-24
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-24
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-24
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-24
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-24
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-24
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-25
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-25
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-25
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-25
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-25
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-25
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-25
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-25
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-25
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-25
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-26
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-26
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-26
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-26
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-26
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-26
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-26
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-26
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-26
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-26
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-26
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-27
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-27
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-27
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-27
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-27
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-27
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-27
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-27
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-27
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-27
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-27
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-28
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-28
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-28
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-28
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-28
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-28
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-28
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-28
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-28
The site,Md,3.839,The site,2Mid-Grade,3.839,2021-11,2021-11-28
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-28
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-28
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-28
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-28
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-28
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-28
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-28
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-28
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-29
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-29
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-29
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-29
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-29
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-29
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-29
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-29
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-29
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-29
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-29
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-29
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-30
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-11,2021-11-30
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-30
The site,Cred-R,3.339,The site,1Regular,3.339,2021-11,2021-11-30
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-30
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-11,2021-11-30
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-30
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-11,2021-11-30
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-30
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-11,2021-11-30
The site,Pm,4.039,The site,3Premium,4.039,2021-11,2021-11-30
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-30
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-11,2021-11-30
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-12,2021-12-01
The site,Cred-R,3.339,The site,1Regular,3.299,2021-12,2021-12-01
The site,Cred-R,3.339,The site,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The site,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-12,2021-12-01
The site,Md,3.839,The site,2Mid-Grade,3.799,2021-12,2021-12-01
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-12,2021-12-01
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-12,2021-12-01
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-12,2021-12-01
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-12,2021-12-01
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-12,2021-12-01
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-12,2021-12-01
The site,Pm,4.039,The site,3Premium,4.039,2021-12,2021-12-01
The site,Pm,4.039,The site,3Premium,4.039,2021-12,2021-12-01
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-12,2021-12-01
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-12,2021-12-01
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor1,1Regular,3.199,2021-12,2021-12-01
The site,Cred-R,3.339,The site,1Regular,3.299,2021-12,2021-12-01
The site,Cred-R,3.339,The site,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The site,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-12,2021-12-01
The site,Cred-R,3.339,The competitor2,1Regular,3.339,2021-12,2021-12-01
The site,Md,3.839,The site,2Mid-Grade,3.799,2021-12,2021-12-01
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-12,2021-12-01
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-12,2021-12-01
The site,Md,3.839,The competitor2,2Mid-Grade,3.739,2021-12,2021-12-01
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-12,2021-12-01
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-12,2021-12-01
The site,Pm,4.039,The competitor1,3Premium,3.659,2021-12,2021-12-01
The site,Pm,4.039,The site,3Premium,4.039,2021-12,2021-12-01
The site,Pm,4.039,The site,3Premium,4.039,2021-12,2021-12-01
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-12,2021-12-01
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-12,2021-12-01
The site,Pm,4.039,The competitor2,3Premium,4.139,2021-12,2021-12-01
